open,high,low,close,volume
137.45401188473625,237.36408184666985,86.49991554949852,163.8144568372174,4668
195.07143064099162,233.29120962314033,59.22559977993558,145.9292453534193,3624
173.19939418114052,217.615391250286,67.33198471849431,196.4498524863941,2075
159.86584841970367,260.7266670101488,83.16403184289092,121.89784509842382,2026
115.60186404424365,247.66241605086287,74.10446722622399,158.78564159989406,3124
115.59945203362027,286.57009923240037,86.92855193174469,170.02100149902225,2670
105.80836121681995,203.21095804820584,98.06039506114298,182.55644893453817,2861
186.6176145774935,264.3867927555126,55.827334385759876,140.6971030428007,3629
160.1115011743209,276.2948878511561,85.47838581990305,168.69219076574814,4745
170.80725777960456,275.9486569188307,61.51720778160573,130.32014713842827,3655
102.05844942958025,288.6073967095525,70.72383637037846,143.54760923618204,2039
196.99098521619942,272.9033742829494,51.64313628975699,189.56271312033994,3277
183.24426408004217,292.7810061647696,56.795369114634944,194.99076093309543,1903
121.23391106782762,233.26565998208915,65.98886445244499,171.88173469272647,3964
118.18249672071006,250.3209416751543,67.09929026439924,137.4351890776185,1888
118.34045098534338,201.40796632828906,94.9792608231048,182.0057789974664,2290
130.42422429595376,200.69575873032912,87.09064546332576,102.58670817254202,2329
152.4756431632238,224.01266204515198,98.60914840935206,110.2745910539421,4926
143.1945018642116,210.08071971390854,79.95357551676203,166.13737363753611,2029
129.1229140198042,226.02113679357535,62.0856866045659,129.12485752700576,2133
161.18528947223794,217.70432945283974,66.38275149608214,195.1386218400478,1142
113.94938606520418,202.85200248386482,65.99179616459836,143.60606120923046,2930
129.2144648535218,290.9304146406049,66.32471638316258,142.9364820389177,2690
136.63618432936917,200.82231313888914,83.64820865559079,167.80795101909314,1206
145.6069984217036,273.60821443370855,76.5403964045208,176.75685623061895,3476
178.51759613930136,215.21478869195164,69.27120890433221,147.55587381251365,1165
119.96737821583598,291.22296219995997,57.45448843643583,121.40009017117242,3307
151.42344384136118,289.2795939589886,51.10695814710729,177.33086427256217,2997
159.24145688620425,265.3901146369257,60.94173387938463,132.03512748736276,4756
104.64504127199977,267.2234149800605,55.37357019843407,117.51107692938575,1393
160.75448519014384,200.53391419696885,89.27225154261197,163.16401899250133,1120
117.05241236872915,298.4871566113602,55.62489789069427,109.04536669903504,3997
106.50515929852796,287.7832603575814,86.2114118653418,197.1352675086055,1412
194.88855372533334,289.5106225730092,69.28293448880413,163.2397264412137,4211
196.56320330745592,265.9244537050872,53.6689194871888,198.58955209217558,2975
180.8397348116461,234.47869286545364,90.63650247157929,133.8893423478636,3215
130.46137691733708,289.3648649090481,78.98152851183067,197.1205161190398,4155
109.76721140063839,229.15169281511925,61.78807564317865,114.55622477286235,1420
168.4233026512157,256.2711543342203,94.7340587166334,104.06947723470284,2729
144.01524937396013,209.97309723438823,52.262915693527574,103.29840604546025,3835
112.20382348447788,292.19556301327503,60.09098040988815,146.4870370599227,1267
149.51769101112703,214.07704577712133,87.60234639029305,108.30041974785948,3085
103.43885211152184,222.48968057304072,85.46889651549446,151.21678841676018,3973
190.9320402078782,255.8134158128215,64.4635846862239,132.75005035089004,4374
125.8779981600017,276.4093000212981,53.101243767639154,133.56289924741156,3385
